source,slug,subtopico,lote,issue_codes
"supabase","furb-enfermagem-urgencias-e-emergencias-1777104012755-6","Urgências e Emergências","","stub_markers"
"supabase","furb-enfermagem-verificacao-de-sinais-vitais-1778969745165-7","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","fuvest-enfermagem-assistencia-perioperatoria-inclui-srpa-1777103789613-6","Processo de Enfermagem","","molde_golden_rule_sem_rows"
"supabase","fuvest-enfermagem-cuidados-na-administracao-de-medicamentos-1778969601364-4","Vias de Administração","","molde_golden_rule_sem_rows"
"supabase","fuvest-enfermagem-imunizacao-1779564109452-8","Imunização","","molde_golden_rule_sem_rows"
"supabase","fuvest-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344707320-3","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","gama-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344645032-5","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","gama-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344651728-0","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","gama-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344651728-1","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","gama-enfermagem-urgencias-e-emergencias-1777104031822-5","Urgências e Emergências","","stub_markers"
"supabase","gama-enfermagem-urgencias-e-emergencias-1777104031822-6","Urgências e Emergências","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-1","Doenças Respiratórias Crônicas (Asma, DPOC)","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-2","Doenças Bacterianas e Fúngicas (Tuberculose, Tétano, Candidíase etc.)","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-3","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-4","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-5","Cálculo de Administração de Medicamentos e Infusões","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-6","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-7","Saúde da Mulher","","stub_markers"
"supabase","grupo-talent-enfermagem-processo-de-enfermagem-1780009359555-8","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","gualimp-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344742779-3","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","iaupe-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056265348-2","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","iaupe-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056709494-0","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","iaupe-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344645032-1","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","iaupe-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344657661-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","iaupe-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344657661-3","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","iaupe-enfermagem-processo-de-enfermagem-1776056149404-2","Urgências e Emergências","","stub_markers"
"supabase","iaupe-enfermagem-urgencias-e-emergencias-1777104012755-1","Urgências e Emergências","","stub_markers"
"supabase","iaupe-enfermagem-verificacao-de-sinais-vitais-1779343956155-3","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","ibade-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056301382-8","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-imunizacao-1777103230085-4","Imunização","","molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-imunizacao-1777103230085-6","Imunização","","molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344712561-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344712561-3","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344712561-4","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344712561-6","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344712561-7","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005128081-7","Processo de Enfermagem","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005128081-8","Saúde Mental","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005128081-9","Assistência Perioperatória (Inclui SRPA)","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005137458-0","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005137458-1","Promoção à Saúde e Prevenção de Agravos","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005137458-2","Urgências e Emergências","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005137458-3","Infecções no Contexto da Biossegurança","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005137458-5","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005137458-6","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005137458-8","Infecções no Contexto da Biossegurança","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005311822-0","Infecções no Contexto da Biossegurança","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005311822-1","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","ibade-enfermagem-processo-de-enfermagem-1780005311822-2","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","ibade-enfermagem-urgencias-e-emergencias-1777103988389-6","Urgências e Emergências","","stub_markers"
"supabase","ibade-geral-urgencias-e-emergencias-1777103590498-1","Doenças Parasitárias e Zoonoses","","stub_markers"
"supabase","ibade-geral-urgencias-e-emergencias-1777103590498-2","Doenças Parasitárias e Zoonoses","","stub_markers"
"supabase","ibade-geral-urgencias-e-emergencias-1777103590498-4","Doenças Parasitárias e Zoonoses","","stub_markers"
"supabase","ibam-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056641612-3","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibest-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344637595-6","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibfc-enfermagem-nocoes-de-anatomia-1775448458316-0","Urgências e Emergências","","molde_danger_zone_sem_correct"
"supabase","ibfc-enfermagem-nocoes-de-fisiologia-1775501938701-4","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","ibfc-enfermagem-nocoes-de-fisiologia-1776055798601-5","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","ibfc-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056624615-4","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibfc-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344645032-6","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibfc-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1779344651728-6","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","ibfc-enfermagem-processo-de-enfermagem-1776056149404-4","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","ibfc-enfermagem-urgencias-e-emergencias-1777103988389-1","Urgências e Emergências","","stub_markers"
"supabase","ibfc-enfermagem-urgencias-e-emergencias-1777103988389-2","Urgências e Emergências","","stub_markers"
"supabase","ibfc-enfermagem-urgencias-e-emergencias-1777103988389-3","Urgências e Emergências","","stub_markers"
"supabase","ibgp-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1776056330579-2","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","icece-enfermagem-processo-de-enfermagem-1776056009428-4","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","icece-enfermagem-urgencias-e-emergencias-1780001297464-0","Urgências e Emergências","","stub_markers"
"supabase","icece-enfermagem-verificacao-de-sinais-vitais-1778969729218-3","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","icece-enfermagem-verificacao-de-sinais-vitais-1780000468214-6","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","idcap-enfermagem-processo-de-enfermagem-1776056021381-6","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","idcap-enfermagem-processo-de-enfermagem-1776056021381-7","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1778712108887-0","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1778712108887-1","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1780066909125-6","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items"
"supabase","idecan-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1780066909125-7","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items"
"supabase","idecan-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1780066909125-8","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items"
"supabase","idecan-enfermagem-coleta-de-exames-laboratoriais-1778712165781-5","Coleta de Exames Laboratoriais","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-coleta-de-exames-laboratoriais-1778712165781-6","Coleta de Exames Laboratoriais","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-coleta-de-exames-laboratoriais-1778712165781-7","Coleta de Exames Laboratoriais","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-coleta-de-exames-laboratoriais-1778712165781-8","Coleta de Exames Laboratoriais","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-enfermagem-em-uti-1778712392541-1","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-feridas-e-queimaduras-1778712409051-1","Curativos e Manejo de Feridas","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-feridas-e-queimaduras-1778712409051-2","Curativos e Manejo de Feridas","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-feridas-e-queimaduras-1778712409051-3","Curativos e Manejo de Feridas","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-imunizacao-1778712270872-7","Imunização","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-imunizacao-1778712281975-6","Imunização","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-imunizacao-1778712281975-7","Imunização","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-imunizacao-1778712281975-8","Imunização","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-infeccoes-sexualmente-transmissiveis-ists-1778712294130-0","Infecções Sexualmente Transmissíveis (ISTs)","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-infeccoes-sexualmente-transmissiveis-ists-1778712304760-1","Imunização","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-nocoes-de-anatomia-1778712122855-1","Verificação de Sinais Vitais","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-outras-doencas-e-questoes-mescladas-sobre-doencas-transmissiveis-1778712315153-2","Imunização","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-3","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-4","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-5","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-6","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-7","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-8","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778712147345-9","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-procedimentos-diversos-1778712203076-4","Processo de Enfermagem","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-processo-de-enfermagem-1780066909125-1","Processo de Enfermagem","","stub_markers"
"supabase","idecan-enfermagem-processo-de-enfermagem-1780066909125-2","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","idecan-enfermagem-saude-do-idoso-1778712437306-5","Processo de Enfermagem","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-saude-do-idoso-1778712437306-6","Vias de Administração","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-saude-do-idoso-1778712437306-7","Imunização","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-teorias-em-enfermagem-1778712122855-3","Processo de Enfermagem","","molde_golden_rule_sem_rows"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712392541-3","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712392541-4","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712392541-5","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712392541-6","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712392541-7","Enfermagem do Trabalho","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712392541-8","Segurança do Paciente","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712400677-0","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712400677-1","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712400677-2","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712400677-3","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1778712400677-4","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1780067013432-3","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1780067013432-4","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1780067013432-5","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-urgencias-e-emergencias-1780067013432-6","Urgências e Emergências","","stub_markers"
"supabase","idecan-enfermagem-verificacao-de-sinais-vitais-1780066924385-5","Verificação de Sinais Vitais","","molde_concept_map_sem_items;molde_logic_flow_sem_steps"
"supabase","idecan-geral-calculo-de-administracao-de-medicamentos-e-infusoes-1776056309743-8","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","idesg-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056624615-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idesg-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1776056624615-3","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-calculo-de-administracao-de-medicamentos-e-infusoes-1778934863952-5","Cálculo de Administração de Medicamentos e Infusões","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-cuidados-na-administracao-de-medicamentos-1778934863952-7","Vias de Administração","","molde_concept_map_sem_items;molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-infeccoes-sexualmente-transmissiveis-ists-1778934909266-2","Infecções Sexualmente Transmissíveis (ISTs)","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-infeccoes-sexualmente-transmissiveis-ists-1778934909266-3","Infecções Sexualmente Transmissíveis (ISTs)","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-nocoes-de-fisiologia-1778934944659-8","Processo de Enfermagem","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-nocoes-de-fisiologia-1778934957741-7","Infecções Sexualmente Transmissíveis (ISTs)","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-nocoes-de-fisiologia-1778934957741-8","Instalação e Manejo de Sondas","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-nocoes-de-fisiologia-1778934965770-0","Instalação e Manejo de Sondas","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-oxigenoterapia-e-cuidados-respiratorios-1778934890864-2","Oxigenoterapia e Cuidados Respiratórios","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-processo-de-enfermagem-1778934863952-2","Infecções Sexualmente Transmissíveis (ISTs)","","stub_markers;molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-processo-de-enfermagem-1778934863952-3","Processo de Enfermagem","","stub_markers;molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-processo-de-enfermagem-1778934863952-4","Procedimentos Diversos","","stub_markers"
"supabase","idib-enfermagem-saude-do-idoso-1778934944659-7","Processo de Enfermagem","","molde_golden_rule_sem_rows"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-0","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-1","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-2","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-3","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-4","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-5","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-6","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-7","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934926888-8","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934936220-0","Urgências e Emergências","","stub_markers"
"supabase","idib-enfermagem-urgencias-e-emergencias-1778934936220-1","Urgências e Emergências","","stub_markers"
"supabase","ieses-enfermagem-atencao-basica-saude-da-familia-1778968357339-6","Imunização","","molde_golden_rule_sem_rows"
"supabase","ieses-enfermagem-promocao-a-saude-e-prevencao-de-agravos-1779563923516-4","Imunização","","molde_golden_rule_sem_rows"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004280851-9","Cálculo de Administração de Medicamentos e Infusões","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-0","Verificação de Sinais Vitais","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-1","Cálculo de Administração de Medicamentos e Infusões","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-2","Cálculo de Administração de Medicamentos e Infusões","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-3","Verificação de Sinais Vitais","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-4","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-5","Enfermagem em Central de Material e Esterilização (CME)","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-6","Verificação de Sinais Vitais","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-7","Processo de Enfermagem","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004293191-8","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004452857-0","Doenças Parasitárias e Zoonoses","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004452857-1","Verificação de Sinais Vitais","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004452857-2","Epidemiologia e Vigilância Epidemiológica","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780004452857-3","Doenças Respiratórias Crônicas (Asma, DPOC)","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780007230169-8","Urgências e Emergências","","stub_markers"
"supabase","igecap-enfermagem-processo-de-enfermagem-1780007230169-9","Urgências e Emergências","","stub_markers"
"supabase","igeduc-enfermagem-imunizacao-1779563975447-8","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779563992006-0","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564035545-0","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564035545-1","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564035545-2","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564040128-4","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564040128-5","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564044052-6","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564044052-7","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564048247-0","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564048247-1","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564048247-2","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564048247-3","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564059030-7","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564059030-8","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-imunizacao-1779564059030-9","Imunização","","molde_golden_rule_sem_rows"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780001148264-3","Doenças Virais de Interesse Epidemiológico (Covid, Influenza, Sarampo, Polio etc.)","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780009392850-5","Urgências e Emergências","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780009392850-6","Epidemiologia e Vigilância Epidemiológica","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780009392850-7","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010559720-0","Atenção Básica / Saúde da Família","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010559720-3","Atenção Básica / Saúde da Família","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010559720-4","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010559720-5","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010559720-6","Atenção Básica / Saúde da Família","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010559720-7","Segurança do Paciente","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010559720-8","Atenção Básica / Saúde da Família","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010566816-0","Cálculo de Administração de Medicamentos e Infusões","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010566816-2","Vias de Administração","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010566816-3","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010917301-2","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010917301-3","Medidas de Prevenção e Precaução de Contato","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010917301-4","Processo de Enfermagem","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010917301-5","Instalação e Manejo de Sondas","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010917301-6","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780010917301-8","Oxigenoterapia e Cuidados Respiratórios","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011859940-0","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011859940-1","Instalação e Manejo de Sondas","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011859940-2","Oxigenoterapia e Cuidados Respiratórios","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011859940-3","Curativos e Manejo de Feridas","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011872350-9","Mobilização e Posicionamento do Paciente","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011879977-0","Infecções no Contexto da Biossegurança","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011879977-1","Urgências e Emergências","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011879977-2","Cuidados na Administração de Medicamentos","","stub_markers"
"supabase","igeduc-enfermagem-processo-de-enfermagem-1780011879977-3","Verificação de Sinais Vitais","","stub_markers"
